Wavelength,Trace A,Trace B
1554.73,1.36E-05,5.22E-06
1554.83,1.37E-05,5.23E-06
1554.93,1.37E-05,5.26E-06
1555.03,1.38E-05,5.30E-06
1555.13,1.39E-05,5.32E-06
1555.23,1.39E-05,5.35E-06
1555.33,1.40E-05,5.37E-06
1555.43,1.40E-05,5.39E-06
1555.53,1.41E-05,5.41E-06
1555.63,1.42E-05,5.45E-06
1555.73,1.42E-05,5.47E-06
1555.83,1.42E-05,5.50E-06
1555.93,1.43E-05,5.53E-06
1556.03,1.43E-05,5.55E-06
1556.13,1.44E-05,5.59E-06
1556.23,1.45E-05,5.60E-06
1556.33,1.45E-05,5.63E-06
1556.43,1.46E-05,5.67E-06
1556.53,1.47E-05,5.70E-06
1556.63,1.47E-05,5.72E-06
1556.73,1.48E-05,5.75E-06
1556.83,1.48E-05,5.79E-06
1556.93,1.49E-05,5.82E-06
1557.03,1.49E-05,5.85E-06
1557.13,1.50E-05,5.87E-06
1557.23,1.51E-05,5.92E-06
1557.33,1.51E-05,5.94E-06
1557.43,1.52E-05,5.98E-06
1557.53,1.53E-05,6.01E-06
1557.63,1.53E-05,6.04E-06
1557.73,1.54E-05,6.09E-06
1557.83,1.55E-05,6.12E-06
1557.93,1.55E-05,6.16E-06
1558.03,1.56E-05,6.19E-06
1558.13,1.57E-05,6.23E-06
1558.23,1.57E-05,6.26E-06
1558.33,1.58E-05,6.29E-06
1558.43,1.58E-05,6.32E-06
1558.53,1.59E-05,6.34E-06
1558.63,1.60E-05,6.37E-06
1558.73,1.61E-05,6.40E-06
1558.83,1.62E-05,6.45E-06
1558.93,1.62E-05,6.48E-06
1559.03,1.63E-05,6.52E-06
1559.13,1.64E-05,6.55E-06
1559.23,1.64E-05,6.59E-06
1559.33,1.65E-05,6.63E-06
1559.43,1.66E-05,6.67E-06
1559.53,1.66E-05,6.71E-06
1559.63,1.67E-05,6.75E-06
1559.73,1.68E-05,6.78E-06
1559.83,1.69E-05,6.82E-06
1559.93,1.70E-05,6.87E-06
1560.03,1.70E-05,6.91E-06
1560.13,1.71E-05,6.94E-06
1560.23,1.72E-05,6.98E-06
1560.33,1.73E-05,7.03E-06
1560.43,1.73E-05,7.06E-06
1560.53,1.74E-05,7.09E-06
1560.63,1.74E-05,7.12E-06
1560.73,1.75E-05,7.16E-06
1560.83,1.76E-05,7.19E-06
1560.93,1.76E-05,7.22E-06
1561.03,1.77E-05,7.25E-06
1561.13,1.78E-05,7.30E-06
1561.23,1.78E-05,7.34E-06
1561.33,1.79E-05,7.37E-06
1561.43,1.80E-05,7.41E-06
1561.53,1.80E-05,7.44E-06
1561.63,1.81E-05,7.47E-06
1561.73,1.82E-05,7.50E-06
1561.83,1.82E-05,7.54E-06
1561.93,1.83E-05,7.57E-06
1562.03,1.83E-05,7.60E-06
1562.13,1.84E-05,7.63E-06
1562.23,1.85E-05,7.66E-06
1562.33,1.85E-05,7.69E-06
1562.43,1.86E-05,7.73E-06
1562.53,1.87E-05,7.76E-06
1562.63,1.87E-05,7.79E-06
1562.73,1.88E-05,7.83E-06
1562.83,1.89E-05,7.86E-06
1562.93,1.89E-05,7.89E-06
1563.03,1.90E-05,7.93E-06
1563.13,1.91E-05,7.97E-06
1563.23,1.91E-05,7.99E-06
1563.33,1.92E-05,8.03E-06
1563.43,1.93E-05,8.06E-06
1563.53,1.93E-05,8.10E-06
1563.63,1.94E-05,8.13E-06
1563.73,1.95E-05,8.16E-06
1563.83,1.96E-05,8.20E-06
1563.93,1.96E-05,8.23E-06
1564.03,1.97E-05,8.27E-06
1564.13,1.98E-05,8.30E-06
1564.23,1.98E-05,8.34E-06
1564.33,1.99E-05,8.36E-06
1564.43,1.99E-05,8.39E-06
1564.53,2.00E-05,8.42E-06
1564.63,2.01E-05,8.45E-06
1564.73,2.01E-05,8.48E-06
1564.83,2.02E-05,8.50E-06
1564.93,2.02E-05,8.52E-06
1565.03,2.03E-05,8.56E-06
1565.13,2.03E-05,8.58E-06
1565.23,2.04E-05,8.60E-06
1565.33,2.04E-05,8.62E-06
1565.43,2.05E-05,8.65E-06
1565.53,2.06E-05,8.68E-06
1565.63,2.06E-05,8.70E-06
1565.73,2.07E-05,8.73E-06
1565.83,2.07E-05,8.75E-06
1565.93,2.08E-05,8.79E-06
1566.03,2.08E-05,8.80E-06
1566.13,2.08E-05,8.82E-06
1566.23,2.09E-05,8.86E-06
1566.33,2.10E-05,8.88E-06
1566.43,2.10E-05,8.91E-06
1566.53,2.11E-05,8.94E-06
1566.63,2.11E-05,8.97E-06
1566.73,2.12E-05,9.00E-06
1566.83,2.13E-05,9.02E-06
1566.93,2.13E-05,9.05E-06
1567.03,2.14E-05,9.08E-06
1567.13,2.15E-05,9.12E-06
1567.23,2.15E-05,9.13E-06
1567.33,2.16E-05,9.18E-06
1567.43,2.16E-05,9.22E-06
1567.53,2.17E-05,9.25E-06
1567.63,2.18E-05,9.28E-06
1567.73,2.18E-05,9.33E-06
1567.83,2.19E-05,9.35E-06
1567.93,2.19E-05,9.40E-06
1568.03,2.20E-05,9.42E-06
1568.13,2.21E-05,9.45E-06
1568.23,2.21E-05,9.48E-06
1568.33,2.22E-05,9.52E-06
1568.43,2.22E-05,9.55E-06
1568.53,2.23E-05,9.56E-06
1568.63,2.23E-05,9.60E-06
1568.73,2.24E-05,9.63E-06
1568.83,2.25E-05,9.65E-06
1568.93,2.25E-05,9.68E-06
1569.03,2.26E-05,9.71E-06
1569.13,2.26E-05,9.73E-06
1569.23,2.27E-05,9.76E-06
1569.33,2.27E-05,9.79E-06
1569.43,2.28E-05,9.81E-06
1569.53,2.28E-05,9.84E-06
1569.63,2.29E-05,9.87E-06
1569.73,2.29E-05,9.90E-06
1569.83,2.29E-05,9.92E-06
1569.93,2.30E-05,9.95E-06
1570.03,2.31E-05,9.98E-06
1570.13,2.31E-05,1.00E-05
1570.23,2.31E-05,1.00E-05
1570.33,2.32E-05,1.01E-05
1570.43,2.32E-05,1.01E-05
1570.53,2.33E-05,1.01E-05
1570.63,2.34E-05,1.02E-05
1570.73,2.34E-05,1.02E-05
1570.83,2.35E-05,1.02E-05
1570.93,2.36E-05,1.03E-05
1571.03,2.36E-05,1.03E-05
1571.13,2.37E-05,1.03E-05
1571.23,2.38E-05,1.04E-05
1571.33,2.38E-05,1.04E-05
1571.43,2.39E-05,1.04E-05
1571.53,2.40E-05,1.05E-05
1571.63,2.40E-05,1.05E-05
1571.73,2.41E-05,1.06E-05
1571.83,2.42E-05,1.06E-05
1571.93,2.42E-05,1.06E-05
1572.03,2.43E-05,1.07E-05
1572.13,2.44E-05,1.07E-05
1572.23,2.44E-05,1.08E-05
1572.33,2.45E-05,1.08E-05
1572.43,2.45E-05,1.08E-05
1572.53,2.45E-05,1.08E-05
1572.63,2.46E-05,1.09E-05
1572.73,2.46E-05,1.09E-05
1572.83,2.47E-05,1.09E-05
1572.93,2.47E-05,1.10E-05
1573.03,2.47E-05,1.10E-05
1573.13,2.47E-05,1.10E-05
1573.23,2.48E-05,1.10E-05
1573.33,2.48E-05,1.11E-05
1573.43,2.48E-05,1.11E-05
1573.53,2.49E-05,1.11E-05
1573.63,2.49E-05,1.11E-05
1573.73,2.49E-05,1.11E-05
1573.83,2.49E-05,1.12E-05
1573.93,2.50E-05,1.12E-05
1574.03,2.50E-05,1.12E-05
1574.13,2.50E-05,1.12E-05
1574.23,2.50E-05,1.13E-05
1574.33,2.51E-05,1.13E-05
1574.43,2.51E-05,1.13E-05
1574.53,2.51E-05,1.14E-05
1574.63,2.52E-05,1.14E-05
1574.73,2.52E-05,1.14E-05
1574.83,2.53E-05,1.14E-05
1574.93,2.53E-05,1.15E-05
1575.03,2.54E-05,1.15E-05
1575.13,2.54E-05,1.15E-05
1575.23,2.55E-05,1.16E-05
1575.33,2.55E-05,1.16E-05
1575.43,2.55E-05,1.16E-05
1575.53,2.56E-05,1.17E-05
1575.63,2.56E-05,1.17E-05
1575.73,2.57E-05,1.17E-05
1575.83,2.57E-05,1.18E-05
1575.93,2.58E-05,1.18E-05
1576.03,2.58E-05,1.18E-05
1576.13,2.59E-05,1.19E-05
1576.23,2.59E-05,1.19E-05
1576.33,2.59E-05,1.19E-05
1576.43,2.60E-05,1.20E-05
1576.53,2.60E-05,1.20E-05
1576.63,2.60E-05,1.20E-05
1576.73,2.61E-05,1.20E-05
1576.83,2.61E-05,1.20E-05
1576.93,2.61E-05,1.21E-05
1577.03,2.61E-05,1.21E-05
1577.13,2.61E-05,1.21E-05
1577.23,2.62E-05,1.21E-05
1577.33,2.62E-05,1.21E-05
1577.43,2.62E-05,1.21E-05
1577.53,2.62E-05,1.22E-05
1577.63,2.62E-05,1.22E-05
1577.73,2.63E-05,1.22E-05
1577.83,2.63E-05,1.22E-05
1577.93,2.63E-05,1.22E-05
1578.03,2.63E-05,1.22E-05
1578.13,2.63E-05,1.22E-05
1578.23,2.63E-05,1.22E-05
1578.33,2.64E-05,1.23E-05
1578.43,2.64E-05,1.23E-05
1578.53,2.64E-05,1.23E-05
1578.63,2.64E-05,1.23E-05
1578.73,2.64E-05,1.23E-05
1578.83,2.65E-05,1.23E-05
1578.93,2.65E-05,1.23E-05
1579.03,2.65E-05,1.23E-05
1579.13,2.65E-05,1.23E-05
1579.23,2.65E-05,1.24E-05
1579.33,2.65E-05,1.24E-05
1579.43,2.65E-05,1.24E-05
1579.53,2.65E-05,1.24E-05
1579.63,2.65E-05,1.24E-05
1579.73,2.65E-05,1.24E-05
1579.83,2.65E-05,1.24E-05
1579.93,2.66E-05,1.24E-05
1580.03,2.66E-05,1.24E-05
1580.13,2.66E-05,1.24E-05
1580.23,2.66E-05,1.24E-05
1580.33,2.66E-05,1.25E-05
1580.43,2.66E-05,1.25E-05
1580.53,2.66E-05,1.25E-05
1580.63,2.66E-05,1.25E-05
1580.73,2.67E-05,1.25E-05
1580.83,2.66E-05,1.25E-05
1580.93,2.67E-05,1.25E-05
1581.03,2.67E-05,1.25E-05
1581.13,2.67E-05,1.25E-05
1581.23,2.67E-05,1.25E-05
1581.33,2.67E-05,1.25E-05
1581.43,2.67E-05,1.25E-05
1581.53,2.67E-05,1.26E-05
1581.63,2.67E-05,1.26E-05
1581.73,2.67E-05,1.26E-05
1581.83,2.67E-05,1.26E-05
1581.93,2.67E-05,1.26E-05
1582.03,2.67E-05,1.26E-05
1582.13,2.67E-05,1.26E-05
1582.23,2.67E-05,1.26E-05
1582.33,2.67E-05,1.26E-05
1582.43,2.67E-05,1.26E-05
1582.53,2.67E-05,1.26E-05
1582.63,2.67E-05,1.26E-05
1582.73,2.66E-05,1.26E-05
1582.83,2.66E-05,1.26E-05
1582.93,2.66E-05,1.26E-05
1583.03,2.66E-05,1.25E-05
1583.13,2.65E-05,1.25E-05
1583.23,2.65E-05,1.25E-05
1583.33,2.65E-05,1.25E-05
1583.43,2.65E-05,1.25E-05
1583.53,2.64E-05,1.25E-05
1583.63,2.64E-05,1.25E-05
1583.73,2.64E-05,1.25E-05
1583.83,2.63E-05,1.25E-05
1583.93,2.63E-05,1.25E-05
1584.03,2.63E-05,1.25E-05
1584.13,2.63E-05,1.25E-05
1584.23,2.62E-05,1.25E-05
1584.33,2.62E-05,1.25E-05
1584.43,2.62E-05,1.25E-05
1584.53,2.62E-05,1.25E-05
1584.63,2.62E-05,1.25E-05
1584.73,2.61E-05,1.25E-05
1584.83,2.61E-05,1.25E-05
1584.93,2.61E-05,1.25E-05
1585.03,2.61E-05,1.25E-05
1585.13,2.61E-05,1.25E-05
1585.23,2.61E-05,1.25E-05
1585.33,2.61E-05,1.25E-05
1585.43,2.60E-05,1.25E-05
1585.53,2.60E-05,1.25E-05
1585.63,2.60E-05,1.25E-05
1585.73,2.60E-05,1.25E-05
1585.83,2.59E-05,1.25E-05
1585.93,2.59E-05,1.25E-05
1586.03,2.59E-05,1.25E-05
1586.13,2.59E-05,1.25E-05
1586.23,2.58E-05,1.25E-05
1586.33,2.58E-05,1.25E-05
1586.43,2.58E-05,1.25E-05
1586.53,2.58E-05,1.25E-05
1586.63,2.57E-05,1.25E-05
1586.73,2.57E-05,1.25E-05
1586.83,2.57E-05,1.25E-05
1586.93,2.57E-05,1.25E-05
1587.03,2.56E-05,1.25E-05
1587.13,2.56E-05,1.25E-05
1587.23,2.56E-05,1.24E-05
1587.33,2.55E-05,1.24E-05
1587.43,2.55E-05,1.24E-05
1587.53,2.55E-05,1.24E-05
1587.63,2.54E-05,1.24E-05
1587.73,2.54E-05,1.24E-05
1587.83,2.54E-05,1.24E-05
1587.93,2.53E-05,1.24E-05
1588.03,2.53E-05,1.24E-05
1588.13,2.53E-05,1.24E-05
1588.23,2.52E-05,1.24E-05
1588.33,2.52E-05,1.24E-05
1588.43,2.52E-05,1.24E-05
1588.53,2.51E-05,1.24E-05
1588.63,2.51E-05,1.23E-05
1588.73,2.50E-05,1.23E-05
1588.83,2.50E-05,1.23E-05
1588.93,2.49E-05,1.23E-05
1589.03,2.49E-05,1.23E-05
1589.13,2.48E-05,1.23E-05
1589.23,2.48E-05,1.22E-05
1589.33,2.47E-05,1.22E-05
1589.43,2.47E-05,1.22E-05
1589.53,2.47E-05,1.22E-05
1589.63,2.46E-05,1.22E-05
1589.73,2.46E-05,1.22E-05
1589.83,2.45E-05,1.22E-05
1589.93,2.45E-05,1.21E-05
1590.03,2.44E-05,1.21E-05
1590.13,2.44E-05,1.21E-05
1590.23,2.43E-05,1.21E-05
1590.33,2.43E-05,1.21E-05
1590.43,2.42E-05,1.21E-05
1590.53,2.42E-05,1.20E-05
1590.63,2.41E-05,1.20E-05
1590.73,2.41E-05,1.20E-05
1590.83,2.40E-05,1.20E-05
1590.93,2.40E-05,1.20E-05
1591.03,2.39E-05,1.20E-05
1591.13,2.39E-05,1.19E-05
1591.23,2.38E-05,1.19E-05
1591.33,2.38E-05,1.19E-05
1591.43,2.37E-05,1.19E-05
1591.53,2.36E-05,1.19E-05
1591.63,2.36E-05,1.18E-05
1591.73,2.36E-05,1.18E-05
1591.83,2.35E-05,1.18E-05
1591.93,2.34E-05,1.18E-05
1592.03,2.34E-05,1.18E-05
1592.13,2.33E-05,1.17E-05
1592.23,2.33E-05,1.17E-05
1592.33,2.32E-05,1.17E-05
1592.43,2.31E-05,1.17E-05
1592.53,2.31E-05,1.17E-05
1592.63,2.30E-05,1.17E-05
1592.73,2.30E-05,1.16E-05
1592.83,2.29E-05,1.16E-05
1592.93,2.29E-05,1.16E-05
1593.03,2.28E-05,1.16E-05
1593.13,2.28E-05,1.16E-05
1593.23,2.27E-05,1.15E-05
1593.33,2.27E-05,1.15E-05
1593.43,2.26E-05,1.15E-05
1593.53,2.25E-05,1.15E-05
1593.63,2.25E-05,1.15E-05
1593.73,2.24E-05,1.14E-05
1593.83,2.24E-05,1.14E-05
1593.93,2.23E-05,1.14E-05
1594.03,2.23E-05,1.14E-05
1594.13,2.22E-05,1.14E-05
1594.23,2.21E-05,1.13E-05
1594.33,2.21E-05,1.13E-05
1594.43,2.20E-05,1.13E-05
1594.53,2.20E-05,1.13E-05
1594.63,2.19E-05,1.12E-05
1594.73,2.18E-05,1.12E-05
1594.83,2.18E-05,1.12E-05
1594.93,2.17E-05,1.11E-05
1595.03,2.16E-05,1.11E-05
1595.13,2.15E-05,1.11E-05
1595.23,2.15E-05,1.10E-05
1595.33,2.14E-05,1.10E-05
1595.43,2.13E-05,1.10E-05
1595.53,2.13E-05,1.10E-05
1595.63,2.12E-05,1.09E-05
1595.73,2.11E-05,1.09E-05
1595.83,2.10E-05,1.09E-05
1595.93,2.09E-05,1.08E-05
1596.03,2.09E-05,1.08E-05
1596.13,2.08E-05,1.07E-05
1596.23,2.07E-05,1.07E-05
1596.33,2.07E-05,1.07E-05
1596.43,2.06E-05,1.06E-05
1596.53,2.05E-05,1.06E-05
1596.63,2.04E-05,1.05E-05
1596.73,2.03E-05,1.05E-05
1596.83,2.02E-05,1.05E-05
1596.93,2.01E-05,1.04E-05
1597.03,2.00E-05,1.04E-05
1597.13,2.00E-05,1.03E-05
1597.23,1.99E-05,1.03E-05
1597.33,1.98E-05,1.03E-05
1597.43,1.97E-05,1.02E-05
1597.53,1.96E-05,1.02E-05
1597.63,1.95E-05,1.01E-05
1597.73,1.94E-05,1.01E-05
1597.83,1.94E-05,1.01E-05
1597.93,1.93E-05,1.00E-05
1598.03,1.92E-05,9.97E-06
1598.13,1.91E-05,9.93E-06
1598.23,1.90E-05,9.88E-06
1598.33,1.89E-05,9.85E-06
1598.43,1.89E-05,9.82E-06
1598.53,1.88E-05,9.77E-06
1598.63,1.87E-05,9.74E-06
1598.73,1.86E-05,9.69E-06
1598.83,1.85E-05,9.65E-06
1598.93,1.84E-05,9.61E-06
1599.03,1.84E-05,9.57E-06
1599.13,1.83E-05,9.54E-06
1599.23,1.82E-05,9.49E-06
1599.33,1.81E-05,9.46E-06
1599.43,1.80E-05,9.41E-06
1599.53,1.79E-05,9.37E-06
1599.63,1.79E-05,9.33E-06
1599.73,1.78E-05,9.29E-06
1599.83,1.77E-05,9.26E-06
1599.93,1.76E-05,9.22E-06
1600.03,1.75E-05,9.17E-06
1600.13,1.74E-05,9.13E-06
1600.23,1.73E-05,9.10E-06
1600.33,1.72E-05,9.04E-06
1600.43,1.72E-05,9.01E-06
1600.53,1.71E-05,8.98E-06
1600.63,1.70E-05,8.93E-06
1600.73,1.70E-05,8.88E-06
1600.83,1.69E-05,8.83E-06
1600.93,1.68E-05,8.79E-06
1601.03,1.67E-05,8.76E-06
1601.13,1.66E-05,8.72E-06
1601.23,1.66E-05,8.68E-06
1601.33,1.65E-05,8.65E-06
1601.43,1.64E-05,8.60E-06
1601.53,1.63E-05,8.56E-06
1601.63,1.63E-05,8.52E-06
1601.73,1.62E-05,8.47E-06
1601.83,1.61E-05,8.43E-06
1601.93,1.60E-05,8.41E-06
1602.03,1.59E-05,8.37E-06
1602.13,1.59E-05,8.32E-06
1602.23,1.58E-05,8.29E-06
1602.33,1.57E-05,8.25E-06
1602.43,1.56E-05,8.21E-06
1602.53,1.56E-05,8.18E-06
1602.63,1.55E-05,8.14E-06
1602.73,1.54E-05,8.09E-06
1602.83,1.53E-05,8.05E-06
1602.93,1.52E-05,8.01E-06
1603.03,1.52E-05,7.97E-06
1603.13,1.51E-05,7.94E-06
1603.23,1.50E-05,7.90E-06
1603.33,1.49E-05,7.85E-06
1603.43,1.48E-05,7.82E-06
1603.53,1.47E-05,7.77E-06
1603.63,1.47E-05,7.72E-06
1603.73,1.46E-05,7.69E-06
1603.83,1.45E-05,7.64E-06
1603.93,1.44E-05,7.61E-06
1604.03,1.43E-05,7.56E-06
1604.13,1.43E-05,7.51E-06
1604.23,1.42E-05,7.47E-06
1604.33,1.41E-05,7.44E-06
1604.43,1.40E-05,7.41E-06
1604.53,1.39E-05,7.36E-06
1604.63,1.39E-05,7.32E-06
1604.73,1.38E-05,7.28E-06
1604.83,1.37E-05,7.25E-06
1604.93,1.37E-05,7.21E-06
1605.03,1.36E-05,7.17E-06
1605.13,1.35E-05,7.13E-06
1605.23,1.34E-05,7.09E-06
1605.33,1.34E-05,7.06E-06
1605.43,1.33E-05,7.00E-06
1605.53,1.32E-05,6.97E-06
1605.63,1.31E-05,6.93E-06
1605.73,1.30E-05,6.90E-06
1605.83,1.30E-05,6.84E-06
1605.93,1.29E-05,6.81E-06
1606.03,1.28E-05,6.77E-06
1606.13,1.27E-05,6.73E-06
1606.23,1.27E-05,6.70E-06
1606.33,1.26E-05,6.65E-06
1606.43,1.25E-05,6.61E-06
1606.53,1.24E-05,6.57E-06
1606.63,1.24E-05,6.53E-06
1606.73,1.23E-05,6.51E-06
1606.83,1.22E-05,6.46E-06
1606.93,1.21E-05,6.42E-06
1607.03,1.20E-05,6.37E-06
1607.13,1.20E-05,6.34E-06
1607.23,1.19E-05,6.30E-06
1607.33,1.18E-05,6.27E-06
1607.43,1.18E-05,6.23E-06
1607.53,1.17E-05,6.18E-06
1607.63,1.16E-05,6.14E-06
1607.73,1.15E-05,6.11E-06
1607.83,1.15E-05,6.07E-06
1607.93,1.14E-05,6.03E-06
1608.03,1.13E-05,5.99E-06
1608.13,1.13E-05,5.96E-06
1608.23,1.12E-05,5.92E-06
1608.33,1.11E-05,5.88E-06
1608.43,1.10E-05,5.84E-06
1608.53,1.09E-05,5.81E-06
1608.63,1.09E-05,5.77E-06
1608.73,1.08E-05,5.72E-06
1608.83,1.07E-05,5.67E-06
1608.93,1.06E-05,5.64E-06
1609.03,1.06E-05,5.60E-06
1609.13,1.05E-05,5.56E-06
1609.23,1.04E-05,5.53E-06
1609.33,1.03E-05,5.49E-06
1609.43,1.03E-05,5.44E-06
1609.53,1.02E-05,5.40E-06
1609.63,1.01E-05,5.36E-06
1609.73,1.00E-05,5.33E-06
1609.83,9.94E-06,5.27E-06
1609.93,9.87E-06,5.23E-06
1610.03,9.81E-06,5.19E-06
1610.13,9.72E-06,5.15E-06
1610.23,9.65E-06,5.10E-06
1610.33,9.58E-06,5.06E-06
1610.43,9.52E-06,5.01E-06
1610.53,9.43E-06,4.98E-06
1610.63,9.37E-06,4.95E-06
1610.73,9.30E-06,4.91E-06
1610.83,9.22E-06,4.88E-06
1610.93,9.16E-06,4.84E-06
1611.03,9.08E-06,4.81E-06
1611.13,9.02E-06,4.76E-06
1611.23,8.95E-06,4.72E-06
1611.33,8.87E-06,4.68E-06
1611.43,8.82E-06,4.65E-06
1611.53,8.74E-06,4.61E-06
1611.63,8.67E-06,4.57E-06
1611.73,8.60E-06,4.54E-06
1611.83,8.54E-06,4.51E-06
1611.93,8.48E-06,4.47E-06
1612.03,8.40E-06,4.43E-06
1612.13,8.33E-06,4.39E-06
1612.23,8.26E-06,4.36E-06
1612.33,8.19E-06,4.32E-06
1612.43,8.14E-06,4.30E-06
1612.53,8.08E-06,4.25E-06
1612.63,8.00E-06,4.22E-06
1612.73,7.95E-06,4.19E-06
1612.83,7.89E-06,4.16E-06
1612.93,7.83E-06,4.13E-06
1613.03,7.77E-06,4.09E-06
1613.13,7.72E-06,4.06E-06
1613.23,7.66E-06,4.02E-06
1613.33,7.60E-06,3.99E-06
1613.43,7.55E-06,3.96E-06
1613.53,7.47E-06,3.94E-06
1613.63,7.42E-06,3.89E-06
1613.73,7.37E-06,3.87E-06
1613.83,7.30E-06,3.84E-06
1613.93,7.25E-06,3.81E-06
1614.03,7.19E-06,3.78E-06
1614.13,7.14E-06,3.74E-06
1614.23,7.08E-06,3.71E-06
1614.33,7.03E-06,3.69E-06
1614.43,6.97E-06,3.65E-06
1614.53,6.91E-06,3.62E-06
1614.63,6.87E-06,3.59E-06
1614.73,6.80E-06,3.56E-06
1614.83,6.74E-06,3.54E-06
1614.93,6.69E-06,3.51E-06
1615.03,6.64E-06,3.48E-06
1615.13,6.59E-06,3.45E-06
1615.23,6.53E-06,3.42E-06
1615.33,6.49E-06,3.40E-06
1615.43,6.43E-06,3.37E-06
1615.53,6.38E-06,3.34E-06
1615.63,6.32E-06,3.30E-06
1615.73,6.27E-06,3.29E-06
1615.83,6.22E-06,3.25E-06
1615.93,6.17E-06,3.24E-06
1616.03,6.12E-06,3.20E-06
1616.13,6.07E-06,3.18E-06
1616.23,6.02E-06,3.15E-06
1616.33,5.96E-06,3.13E-06
1616.43,5.91E-06,3.10E-06
1616.53,5.86E-06,3.09E-06
1616.63,5.82E-06,3.06E-06
1616.73,5.77E-06,3.03E-06
1616.83,5.73E-06,3.00E-06
1616.93,5.67E-06,2.98E-06
1617.03,5.62E-06,2.96E-06
1617.13,5.58E-06,2.92E-06
1617.23,5.53E-06,2.91E-06
1617.33,5.49E-06,2.89E-06
1617.43,5.44E-06,2.87E-06
1617.53,5.39E-06,2.84E-06
1617.63,5.35E-06,2.82E-06
1617.73,5.30E-06,2.79E-06
1617.83,5.26E-06,2.76E-06
1617.93,5.21E-06,2.75E-06
1618.03,5.17E-06,2.73E-06
1618.13,5.12E-06,2.70E-06
1618.23,5.08E-06,2.67E-06
1618.33,5.04E-06,2.65E-06
1618.43,5.00E-06,2.63E-06
1618.53,4.96E-06,2.60E-06
1618.63,4.91E-06,2.58E-06
1618.73,4.87E-06,2.55E-06
1618.83,4.82E-06,2.54E-06
1618.93,4.78E-06,2.51E-06
1619.03,4.73E-06,2.48E-06
1619.13,4.70E-06,2.47E-06
1619.23,4.65E-06,2.46E-06
1619.33,4.61E-06,2.43E-06
1619.43,4.57E-06,2.41E-06
1619.53,4.53E-06,2.39E-06
1619.63,4.50E-06,2.37E-06
1619.73,4.45E-06,2.35E-06
1619.83,4.42E-06,2.32E-06
1619.93,4.38E-06,2.31E-06
1620.03,4.34E-06,2.29E-06
1620.13,4.30E-06,2.27E-06
1620.23,4.27E-06,2.26E-06
1620.33,4.22E-06,2.24E-06
1620.43,4.19E-06,2.22E-06
1620.53,4.15E-06,2.21E-06
1620.63,4.12E-06,2.18E-06
1620.73,4.07E-06,2.17E-06
1620.83,4.05E-06,2.16E-06
1620.93,4.00E-06,2.14E-06
1621.03,3.98E-06,2.11E-06
1621.13,3.94E-06,2.10E-06
1621.23,3.91E-06,2.08E-06
1621.33,3.87E-06,2.06E-06
1621.43,3.83E-06,2.04E-06
1621.53,3.80E-06,2.03E-06
1621.63,3.76E-06,2.01E-06
1621.73,3.74E-06,1.98E-06
1621.83,3.71E-06,1.97E-06
1621.93,3.67E-06,1.95E-06
1622.03,3.64E-06,1.93E-06
1622.13,3.62E-06,1.92E-06
1622.23,3.57E-06,1.91E-06
1622.33,3.54E-06,1.88E-06
1622.43,3.52E-06,1.86E-06
1622.53,3.48E-06,1.85E-06
1622.63,3.45E-06,1.83E-06
1622.73,3.42E-06,1.82E-06
1622.83,3.39E-06,1.80E-06
1622.93,3.37E-06,1.79E-06
1623.03,3.33E-06,1.78E-06
1623.13,3.30E-06,1.75E-06
1623.23,3.27E-06,1.73E-06
1623.33,3.24E-06,1.72E-06
1623.43,3.21E-06,1.71E-06
1623.53,3.18E-06,1.69E-06
1623.63,3.15E-06,1.68E-06
1623.73,3.13E-06,1.66E-06
1623.83,3.09E-06,1.65E-06
1623.93,3.07E-06,1.63E-06
1624.03,3.04E-06,1.62E-06
1624.13,3.02E-06,1.60E-06
1624.23,3.00E-06,1.59E-06
1624.33,2.96E-06,1.58E-06
1624.43,2.93E-06,1.56E-06
1624.53,2.91E-06,1.55E-06
1624.63,2.89E-06,1.53E-06
1624.73,2.86E-06,1.52E-06
1624.83,2.84E-06,1.50E-06
1624.93,2.82E-06,1.50E-06
1625.03,2.78E-06,1.48E-06
1625.13,2.77E-06,1.46E-06
1625.23,2.73E-06,1.45E-06
1625.33,2.71E-06,1.44E-06
1625.43,2.69E-06,1.42E-06
1625.53,2.66E-06,1.42E-06
1625.63,2.65E-06,1.41E-06
1625.73,2.62E-06,1.39E-06
1625.83,2.60E-06,1.38E-06
1625.93,2.58E-06,1.37E-06
1626.03,2.55E-06,1.36E-06
1626.13,2.53E-06,1.35E-06
1626.23,2.51E-06,1.34E-06
1626.33,2.49E-06,1.32E-06
1626.43,2.47E-06,1.31E-06
1626.53,2.44E-06,1.30E-06
1626.63,2.42E-06,1.28E-06
1626.73,2.40E-06,1.27E-06
1626.83,2.37E-06,1.25E-06
1626.93,2.36E-06,1.24E-06
1627.03,2.34E-06,1.23E-06
1627.13,2.31E-06,1.22E-06
1627.23,2.29E-06,1.20E-06
1627.33,2.27E-06,1.19E-06
1627.43,2.26E-06,1.18E-06
1627.53,2.23E-06,1.17E-06
1627.63,2.22E-06,1.16E-06
1627.73,2.19E-06,1.15E-06
1627.83,2.17E-06,1.14E-06
1627.93,2.16E-06,1.12E-06
1628.03,2.13E-06,1.12E-06
1628.13,2.11E-06,1.11E-06
1628.23,2.09E-06,1.10E-06
